,text,label
844,i touch you with my feelings hold you with my thoughts and with a smile i fall in love not caring at all display the heart,love
845,i already feel very glamorous have a great day everybody,joy
846,i feel so brave and courageous of the tiny me,joy
847,i look at your pictures but can not touch or feel although they are gorgeous there are not real,joy
848,i feel like i have a job to do on this planet so as soon as my purpose is determined i plan to try my hardest to fulfill it,joy
849,i had been feeling which was longing to be able to put my comfy amp forgiving yoga pants on at the end of the work day,love
850,i know that right before going into the psych ward i was my lowest ever and hadn t eaten in two weeks and then i had to eat and then i had to take a bunch of medications and the weight just went sky high and i feel terrible right now,sadness
851,i feel like the nytimes publishes an article like this every year or so and each time we get pissed and feisty quick to lash out with a slew of offended and defensive responses,anger
852,i feel pretty fucked up these days cant breathe properly,anger
853,i couldn t help but feel slightly skeptical and apprehensive as i realized the tough task funes was taking on that night,fear
854,i feel i would give up the sense of touch feeling is because i am afraid to feel pain or suffering which i admit is probably one of the harder parts of life,fear
855,im all about helping people integrate their feelings thoughts and actions through creative expression,joy
856,i feel is more energetic in urban singapore than elsewhere,joy
857,i kava and vanuatu kava he described a time to me when he had had bowls of kava and was feeling very relaxed the kava was definitely speaking to him,joy
858,i feel that the most caring member will leave a gigantic hole which most likely fukumura mizuki will fill in eventually,love
859,i feel not worthwhile,joy
860,i first had cordelia i didnt feel a strong urge to run which is strange for me but it has come back,joy
861,i am feeling awfully lonely today and i dont want to burden any particular person with this because everyone has their own shit,sadness
862,i must say that i feel a little depressed because everything i know could be completely meaningless,sadness
863,i guess i feel a little vulnerable because i have to undergo all these physical changes in front of the whole world and it seems a little daunting,fear
864,i feel thats the most tragic human trait,sadness
865,i feel so helpless when i look out at the world,fear
866,i feel quite jaded and unenthusiastic about life on most days,sadness
867,i feel bad that i dont have a groupie shot with dan,sadness
868,im sure he remembers what it feels like to have a delicious pregnant wife,joy
869,i dont have training to count on to see the girls i feel even more miserable,sadness
870,i can feel my brain aching from the intense concentration required to try and keep up,sadness
871,i feel sure is greater to those who are not dazzled by the divine radiance and human comradeship seems to grow more intimate and more tender from the sense that we are all exiles on an inhospitable shore,joy
872,i feel that he was completely humiliated and his grandfather s laughing in the dream roused him since the laughing echoed the taunts of the elite,sadness
873,i could say i was feeling fear or anxiety or that im terrified of what the future may bring,fear
874,i walked away from her i was left feeling slightly crappy about my life she s one of those women who ll subtly put you down put your children down too given half the chance,sadness
875,im feeling especially festive since i am wait for it all done my christmas shopping,joy
876,i feel like the cool mom,joy
877,im caught up on sleep and no longer feel like a zombie im excited to focus on being a good wife mother and homemaker again,joy
878,i told him that i have been feeling like he cant really be bothered with me,anger
879,i feel not having a generous spirit or a forgiving nature closes me off from accepting gifts from the universe,joy
880,ive been feeling mellon collie aka melancholy the past few days and i,sadness
881,i remember feeling so thankful to be able to put my feet up and enjoy taking care of newborns right before id be able to take care of my own,joy
882,i feel badly about reneging on my commitment to bring donuts to the faithful at holy family catholic church in columbus ohio,love
883,i feel like i am now at an age where it is not as socially acceptable to hang with the guys haha and i have to force myself to make conversation with their wives girlfriends,joy
884,i cant give you an exact reason but the book left me feeling discouraged while the movie is uplifting,sadness
885,im not excited to be able to dress in my style and to put on some lipstick but i feel determined to keep this feeling inside me,joy
886,i couldnt help but feel a little selfish for wanting her to stay but in relationships of this sort youd better get used to some premature goodbyes,anger
887,i get the feeling that im butchering a feeling that was as delicate as it was wordless but so be it,love
888,i have a feeling this will be a lovely little thing of a perfume,love
889,i feel so isolated cut off out of sinc,sadness
890,i feel with every day have a sweet feeling,joy
891,i dont know what exactly i feel mostly annoyed and bored and upset and that kind of negative emotions,anger
892,i feel kinda cool,joy
893,im quite bored but feel intelligent for no real apparent reason,joy
894,i was still feeling distressed richie got another catheter bag he took off the old bag and connected the new one,fear
895,i was beginning to feel defeated,sadness
896,i cant help feeling like something violent happened as soon as the cameras turned off wish i could find it on youtube,anger
897,im tired of feeling annoyed and drained,anger
898,i just cant shake the feeling that my impulse to add endgame bonuses or special actions would make a rather elegant game needlessly complex,joy
899,i mean i feel like i always have to be someone else for people to like me becuase they wont understand my sarcastic side,anger
900,i feel fully convinced that tattoos are allowable for christians,joy
901,i feel that if i surrender to what life has to offer me what life has to teach me then i can rest assured that it s all meant to lead to my ultimate happiness,joy
902,i heard that he still has feelings for me i make him horny and i believe he even made mention of hooking up but it wouldn t be fair to insert her here,love
903,i am asked to lead a prayer meeting i feel a solemn responsibility to prepare myself spiritually and to plan carefully,joy
904,im also eating much more nutritious food and feeling more energetic as a result,joy
905,i want to commit to continuing to post here once a week or so but i want those posts to only be about books i feel completely passionate about or have a diversionary story to connect to them that might make you laugh,joy
906,i feel as though i am boring or a bit dull because it is hard to keep up with her energy and i do not want her to get the wrong impression,sadness
907,i like the three finger hands those simple details give it that otherworldliness feel again the paint choices while not terrible by any stretch of the imagination it doesn t blow me away and i would have liked to have seen these both in translucent blue,sadness
908,i said earlier that the overall feeling is joyful happy thankful and that s spoken in just about every other post i have of mason,joy
909,i cant stop the joyful tears from flowing as i feel this sweet baby moving,love
910,i know what you feel like that when fake ones come i reject them without even knowing who you are,sadness
911,i feel in love with a cute little maltese,joy
912,i said it when i read about people who are loosing more weight losing it quicker or who are just being generally more fabulous than me i feel envious,anger
913,i am feeling extremely devastated right now because ebloggy does not work just when the mental sewage system is clogged up its diarrhoea time and there is no virtual toilet paper in sight,sadness
914,i want to share what happened when i asked my sister why all these bad things had been raining down on me because in truth i was feeling very low,sadness
915,i feel shamed in a way but in another way i just dont care anymmore,sadness
916,i feel like that i should be loyal to microsoft for the rest of my life now,love
917,i wanted to press charges against the people up the street and i guess he didnt feel like being bothered,anger
918,i don t always feel a bit homesick,sadness
919,i was questioning myself and feeling nervous about being able to hit the targets,fear
920,i believe a publisher editor should bless his products with as light a hand as is possible and i feel that having my artwork on any of my chapbooks would strike one as being a little self aggrandisement and vain,sadness
921,i was feeling adventurous so i decided to give it a new life,joy
922,ill especially feel like im going to pass out or throw up if im really hot and it comes all of the sudden,love
923,i did not realize how absolutely bad i was feeling with weight pain and the emotional toll until i was gluten free for weeks,sadness
924,i feel like i knew some of it though so it wasnt a total bombing of the innocent,joy
925,i am feeling triumphant i bang my helmet hard into a beam that they all pass easily under,joy
926,i shake my hand off which feels slightly stunned from making contact,surprise
927,i feel thrilled when one of the students signs up on facebook and manages to locate me when it was just a few months ago we started computer lessons at the school,joy
928,i feel sure that were i placed into a spanish speaking culture where no one spoke english it wouldn t take me long to be able to converse on a rudimentary level but that s unlikely to happen,joy
929,i feel food smarter already and slightly annoyed calories counting is so annoying,anger
930,i feel really amazed at times at what ive come through in the past months,surprise
931,i feel my heart aching really,sadness
932,i didn t feel amazed,surprise
933,i gotta feeling that tonight s gonna be a good night as i follow you home break in and hug you through the shower curtains as you shower,joy
934,i feel a positive responsibility to see this through to reward our efforts and to make sure were all proud of the end result,joy
935,i feel reluctant to go overseas one interesting fact is how the whole education system is so screwed up that to us ip seems so wow cus only a few schs get to go ip but to the schs,fear
936,i wrote words without really feeling all that distressed about it,fear
937,i pray that you will join me by leaving comments and ideas and leave each time feeling a little more tranquil and a little less stressed,joy
938,i keep reading more and more comments articles that are being posted about my very church my church that was established to show love to those who feel none to show hope in a hopeless world to show joy in places that knows it not my heart literally breaks,sadness
939,im feeling rejected,sadness
940,ive been hiding my eyes between tight hands raising my arms shouting and cursing and feeling passionate,love
941,i expected but it did feel hopeful and it definitely shed new light on her family,joy
942,i can offer is that i felt like reggie must feel a kind of carefree power except unlike her expansive drive it didn t last more than a second,joy
943,i understand now feel what my beloved meant when he said i wish there had never been anyone but you,love
944,i didn t consider that she maybe had difficulty in feeling accepted into a certain group of people and she was afraid of being rejected,love
945,i feel skeptical about relationships between others when they seem so upfront about there emotions,fear
946,i feel this isn t part of the agreement this isn t the casual friendship we built up to make being around each other bearable,joy
947,i feel a strong link to that in what i am doing now,joy
948,i feel sort of like a proud mama duck watching her chicks grow,joy
949,i am feeling more and more eager to get on with my move,joy
950,im feeling kinda grumpy so im going to post videos that cheer me up,anger
951,i have to force myself to do it because i am a missionary haha i feel like my personality isn t the perfect one for being a missionary,joy
952,i television of the feelings and so called suffering of the arabs whose homes are being inspected because of the chance they are hiding arab terrorists or something of the kidnapped boys,sadness
953,i also feel ashamed at the hurt caused and ashamed at the things ive done that were not in my character and were down to being manic or whatever you want to call it,sadness
954,im feeling disheartened and have not been looking for matthew guion pictures,sadness
955,i feel that my husband should have been punished more for his addiction with porn not only that but with all the abuse me and our children have suffered from his hands,sadness
956,i feel amused and free,joy
957,i feel anxious and off,fear
958,i feel like i just don t want to be bothered i just listen to music,anger
959,im feeling pretty on top of things,joy
960,i feel that i am smart person who thinks about things before i do them and i try to keep a level head on me,joy
961,i really didnt feel like going out at all but roger was very keen so we all went off to the big noise where my mood lightened slightly,joy
962,i am feeling frustrated or angry with my husband in general,anger
963,i feel like the th photo doesnt even look like him but its real cute so i had to share,joy
964,i am now feeling much more relaxed and settled in my life and am enjoying blogging just as much as i did when i first started,joy
965,i started to feel thankful for my bed,joy
966,i find myself trying to discreetly smell his breath but then feel guilty for being so suspicious,sadness
967,i mean it was the same feeling i got around anthony and his dog weewee i know anthony probably has to give weewee up because he has dogs but that dog is devoted to anthony alone,love
968,i have that feeling most days of the week im sincere,joy
969,i feel my blog is getting a bit bombarded with beauty posts and i feel im boring you all what dya think,sadness
970,i have a train case full of pretty make up and a drawer full of great hair products but each morning i feel bothered to do little more then lather my face with lotion before heading out for work,anger
971,i seem to remember it was gold dust not willy wonka style gold tickets but i m feeling generous and although i liked the new faceplate for me the redesign just didn t work,love
972,i can feel more productive,joy
973,im feeling generous ill show you when its done,love
974,i feel liked because people clicked like,love
975,im feeling uber romantic and lovey dovey this week,love
976,i know my willpower is stronger than my behaviour over the weekend and i need to focus on the joy and health that all the great food i brought with me gives and how i couldve if i really wanted to indulge indulged in that great stuff i know its not the same but i would feel amazing,joy
977,im tired of my family being so concerned about stevens man feelings when he does stupid shit that pisses me off like wrecking my expensive sweater and my pendleton blanket,sadness
978,i can t help feeling a little punished for using a larger resolution,sadness
979,i feel it is my sincere duty to rid you of that house that god scared into being built,joy
980,i start to lose that sense of independence in that i feel a lot more hesitant to do things,fear
981,i would have to get off and walk the hill which always made me feel terrible,sadness
982,i never knew i could be so weak i couldnt even fight what i was feeling i knew i hated to feel that way yet i just let the emotions run free i acted waaay childishly like a child deprived of candies,anger
983,im not feeling quite as jolly though,joy
984,i feel like i have an ugly duck face when i see him,sadness
985,i live in between my moments of sun sometimes i feel like a doll on a shelf or some perverse performing puppet,sadness
986,i am feeling amazing,surprise
987,i somehow feel glad shes now in malacca with me my younger sis,joy
988,i was constantly amazed by the world building maybe because it came hand in hand with the gripping pace in the books i feel like there are your sections devoted to character your sections devoted to world building and specific small sections devoted to plot,love
989,i can feel the discontent sometimes for my connection is so slow,sadness
990,im fine but i feel i have wronged someone,anger
991,im too used to having too many expectations and too much pressure put upon me to achieve things that i feel inadequate when i take it slowly,sadness
992,i feel unimportant and small here lately,sadness
993,i don t like orange but today i m feeling strangely sympathetic towards it,love
994,i cannot help but feel insulted that my master did not see the need to greet me upon my waking,anger
995,i almost feel hesitant to write about this it s a topic that s so near and dear to my heart,fear
996,i struggle with those pressures when i don t feel like pulling myself together when i want to toss a scarf over my messy hair and grab some milk at the store when i want to snarl at someone rather than do racism for the umpteenth time,sadness
997,i feel as if there is anyone who really understands the insincere motives of females its me,anger
998,i know jack and he doesnt give up on men easy he just dumps them when he feels successful,joy
999,i feel shy now,fear
1000,i feel and im amazed of how often i think i need to save the world,surprise
1001,i feel a cold or sore throat coming on i simply use a onguard regime to nip it in the bud,anger
1002,i was feeling calmer and more trusting on his restraints that he was helplessly trying to remove,joy
1003,i go around people and i act normal but it feels strange,surprise
1004,i tried to pretend that it was normal and unfortunately it was normal to feel unloved and afraid that terrible things would happen if i didn t smile and play along,sadness
1005,i am feeling all nostalgic i went on pinterest and found some great looking recipes for tomatoes and had to share a href http media cache ec,love
1006,i have just moved here and already i feel welcomed,joy
1007,i feel a little bit depressed for that reason alone,sadness
1008,i feel is most important and an issue often glossed over in education and clinical training is the mental health of the therapist,joy
1009,i feel really strange about this,surprise
1010,i was feeling very pleased with myself for having resisted the very strong urge to buy fabric,joy
1011,i feel most vigorous while inspiration and motivation grip at my consciousness are also the times when physically i feel most dispirited,joy
1012,i definitely succumbed to pre holiday sales but i feel good going into the holiday season i probably shouldnt say that though,joy
1013,ill feel delighted,joy
1014,i feel i should share with you this wonderful business concept that will change your life if like me you have little time to spend in the kitchen grocery shopping or browsing the net for new exciting recipes,joy
1015,i feel frustrated cause i think i know whats best,anger
1016,i am generally not a fan of tingling cleansers as my skin can be quite sensitive but this doesnt give me rashes or leave my skin feeling too irritated,anger
1017,i will be happy when someone i know from across the internet feels happy as well,joy
1018,i absolutely love working and the feeling of accomplishment i get from it but i am tangibly physically unhappy with the family life i am missing right now,sadness
1019,i suppose i feel neurotic about my birthday because i thought i would be established at this point,fear
1020,i feel that the content i have in mind isnt really that great after all,joy
1021,i do remember my left quad starting to feel strange not hurting yet an aggravating feeling about a week or two before the marathon,surprise
1022,i have no idea what to do i have no idea how to help him and i m feeling pretty damn useless right now,sadness
1023,i hardly feel deprived,sadness
1024,i haven t been here for even a year yet i can t help but feel slightly disillusioned about the peace corps ideal,sadness
1025,i made her feel like crap and i said i hated her and i stopped loving her before the summer because shes never home anymore,anger
1026,i feel rude if i bbm non stop,anger
1027,i hate this feeling of helpless,sadness
1028,im now winded at the end of a tough rally but during the rally i feel good enough to stay in the point,joy
1029,i feel quite distracted as mum told me that my paws werent looking their best so instead of a nap ive had to do another pawdicur,anger
1030,i just feel rejected by him over and over which is just weird,sadness
1031,i from behind she could practically feel his outraging distress which amused her slightly,joy
1032,i began to feel woeful as i stared into the abyss of goal less task less list less ness but luckily huda came to the rescue with in,sadness
1033,i can remember mailing my first notice of intent into the school board and feeling terribly rebellious and nervous,anger
1034,i silently chant feeling the calm beginning to return,joy
1035,i feel like im supporting a community that i love with each purchase,love
1036,i say this mostly because i wasnt feeling so well later that evening,joy
1037,i would definitely recommend reading this especially if you are going through some trying times or feeling a bit hopeless and overwhelmed,sadness
1038,i feel worthless and the precious time i lost is unbearable,sadness
1039,i do not know what to say here i could not get a feeling for this soundtrack it rather distracted me and did not seem to really fit,anger
1040,i had been feeling resentful of my parents for some few hours,anger
1041,i suppose it all goes along with feeling unwelcome and mostly being shunned,sadness
1042,im just tired of feeling bitchy and completely worthless,anger
1043,i feel especially troubled is the fact that these israelis arguably constitute the section of society most inclined to reach a deal with the palestinians,sadness
1044,i feel like ive been so inspired and have been stretching myself in all kinds of directions but finally feel like setting down and going with the flow,joy
1045,i do not know if ill ever get used of feeling inadequate in as much that ive always prided myself to be a person who have somehow already established himself in a cut throat industry where second guessing your expertise and decision can ruin global corporations,sadness
1046,i cant even describe to you what it feels like when suffering from a life threatening disease how easy it is to just give in and answer those knocks of death at your lifes door,sadness
1047,i feel like youve hated me ever since i was born and you wish i was never born,anger
1048,i also feel the circumstances are out of my control and hostile,anger
1049,i feel happy about this,joy
1050,i feel like our society has programmed little girls to begin dreaming of having a prince charming a big wedding and a happy family at a very young age,joy
1051,i manage feelings for prince charming and the boy,joy
1052,i aimlessly do whatever i feel like doing with no sense of rhyme or reason and get easily distracted and start something else bouncing pointlessly without finishing what i started,anger
1053,i have a feeling that she is going to be very annoyed with me by the end of the race because i am going to be more interested in taking pictures than paying attention to pace,anger
1054,i started to feel a lil bit pissed off when i shared out advertorial by creating blog post or sharing in my social networking but there are some other people out there sharing out their adverts by asking people to click on those links,anger
1055,i realized that clothing is made in all sizes and i do not have to look like a model to feel more acceptable to myself,joy
1056,i never feel like it s actually dangerous but the sirens drown out the pogues and the reggae both about three times an hour,anger
1057,i do what i do because it feels lame to go along with the customary flow,sadness
1058,im over having this feeling of doubt because i know that when he goes to his friends house there are a bunch of slutty chicks there,love
1059,i always feel pressured when i play against someone,fear
1060,i feel very privileged you did and i hope you stay awhile and comment if you want to,joy
1061,i just need to swear off feelings caring relationships,love
1062,i feel successful in balancing my paid work and family life or i am satisfied with the balance i have achieved between my work and life on a scale of to,joy
1063,i was feeling fine,joy
1064,i feel so hateful this morning,anger
1065,i know have no problem meeting new people and feeling accepted,love
1066,im feeling less adventurous,joy
1067,im feeling generous lets make that winners and,joy
1068,i feel what i m thinking so she can be reassured about what she means to me,joy
1069,i will choose not to focus on him instead focusing on how i feel i will try not to focus on him and instead of being agitated by him i will choose to let the negative feeling go,fear
1070,i feel sort of helpless,sadness
1071,i seek out a rejected love because i feel as though i dont deserve faithful and monogamous love,love
1072,i love your style and feel very comfortable with your writings,joy
1073,i just don t feel as impressed and as happy with things like i used to,surprise
1074,i feel like the popular kid at school,joy
1075,i have a feeling all these days of troubled minds are useless i will let it remain status quo eventually d,sadness
1076,i have a task i hate to do i put the kitchen timer on for fifteen minutes it makes me feel like i wont be tortured for long,anger
1077,i feel like i have been sitting in this stupid chair for hours,sadness
1078,i have angel alone and although i feel a little more relaxed i know im still stressing majorly about travelling tomorrow and all of the things we need to do before tomorrow,joy
1079,i feel reassured that if something happened to me my guests would be able to easily get the help they need,joy
1080,i feel like im so spiteful so negative about everything and everyone now,anger
1081,i am beginning to feel like a fabulous adult,joy
1082,i feel the cool night air against my face,joy
1083,i feeling so aggravated about all of this,anger
1084,i don t feel all that romantic,love
1085,i feel we are being very blessed,love
1086,i gotta tell you for a while i been feeling gloomed and doomed and some ugly grey clouds been hanging round me,sadness
1087,i feel guilty for protecting myself when instead i should put more effort into supporting those around me,sadness
1088,i feel as though that talking for a month is acceptable but please pretty please get together after that,joy
1089,i could think was i wonder how many days i have until i am feeling terrible,sadness
1090,i dont know what it is about me and sweets they make me feel bouncy and pleased with everything,joy
1091,i feel it has damaged your relationship with tygerman and ours with each other,sadness
1092,i genuinely feel pertaining to him suffering from that stanley said,sadness
1093,i am breast feeding my newborn and was wondering how long will be breasts feel tender and super large,love
1094,i did find myself wondering just how her stepchildren may feel about featuring so prominently in the book their relationship with valente is not always peaceful and harmonious and she does comment quite frankly on how they made her feel on occasions,joy
1095,i knew my dress instantly last time because it made me feel special thats the reaction i wanted this time too,joy
1096,i feel god calling me there and if he wills it i ll be a priest for him and the rest of the faithful,love
1097,ive been told over and over im not allowed to feel unhappy,sadness
1098,i alternate between feeling embarrassed and excited that my almost teen sister and i share some similar interests in books,sadness
1099,i feel invigorated when i look at this image just as i did when i looked at the other two photos,joy
1100,i almost feel as if i am paving the way to the more pleasant memory that prabhupada saved me and that my life now is real,joy
1101,im feeling good i increase,joy
1102,im feeling exhausted today,sadness
1103,im feeling pretty terrible ill health and life took over and i was unable to get my package sorted out and posted in time for which i,sadness
1104,i honestly was not sure if the pain i was feeling was a case of irritable bowels or indeed contractions,anger
1105,i master myself and force some sunshine that i do not feel at all into my voice to indicate that this unfortunate lapse of several minutes is over and we are going to move past it start over try again,sadness
1106,im not sure why at i still feel as if i need to be socially accepted,joy
1107,i love to be beside the ocean when i feel distressed,fear
1108,i do wear diapers once in a while but only when i m feeling casual,joy
1109,i feel like this semester has been good for me,joy
1110,i want to feel emotions other than sorrowful ones without the help of drugs,sadness
1111,im lazy my characters fall into categories of smug and or blas people and their foils people who feel inconvenienced by smug and or blas people,joy
1112,i feel gracious what about you,love
1113,i sit six weeks into my sabbatical and i feel completely worthless,sadness
1114,i get projects where i am stuck and i feel so foolish when i have so many questions to ask,sadness
1115,i have a feeling that the robin that builds her next under our deck is getting pissed too,anger
1116,i feel grouchy and i cannot think properly when i am deprived of food for more than two hours,anger
1117,im the type of person where the sun helps me feel and the gloomy nature of rainy cloudy days makes me depressed,sadness
1118,i dont want to say the word problems and i feel like i know these will probably get resolved but man,joy
1119,i think it goes back to never feeling accepted when i was growing up a learned internal diatribe i need to let go of,joy
1120,i am feeling a little disheartened,sadness
1121,i feel your delicate fingers,love
1122,i feel so amazing about taking this trip as i think ill finally be able to relax and feel comfortable at home and somehow just melt back into it,surprise
1123,i still feel extremely helpless,fear
1124,someone acting stupid in public,anger
1125,i feel innocent on summer nights,joy
1126,i feel impressed by the professionalism and specifications the maintenance sets itself,surprise
1127,i had the feeling that i missed something as characters moved from place to place,sadness
1128,i am feeling a little stressed to think that the trip is so close to being reality,anger
1129,i feel more and more convinced especially after a very rough last year that finding someone you love and who loves you wholeheartedly in return can change the course of your life and give the spice and emotional support to live it,joy
1130,i feel so alone in the world with nobody to talk to to share my feelings with,sadness
1131,i started noticing then puzzling finally feeling a bit alarmed,fear
1132,i feel it my solemn duty to warn you,joy
1133,ive begun my fall semester and i feel thrilled,joy
1134,i dont see how we can move beyond it but then rarely do i feel this uncertain about things,fear
1135,i get really frustrated whenever i talk with them i also feel compassionate toward them because they believe so passionately in things that are just dead wrong and frankly dont make sense,love
1136,i feel cheated and at another i feel ashamed to have missed such a glaring defect,sadness
1137,i think i may be feeling sociable,joy
1138,i am feeling a little apprehensive but i m sure that will pass once i have the first treatment and with your prayers,fear
1139,im back and feeling creative,joy
1140,i do think about certain people i feel a bit disheartened about how things have turned out between them it all seems shallow and really just plain bitchy,sadness
1141,i don t need to drop feelings like a hot potato or slam the door shut on them,love
1142,i feel little impatient especially thinking of who the scoundrel will be coming to impose his her their will on me,anger
1143,i found out i was pregnant which is alot but it makes me feel a little less scared knowing that my doctor is watching everything and were taking things day by day,fear
1144,ive read from others who have gone through similar circumstances it appears quite common and helps me feel less neurotic,fear
1145,i haven t ran in a long time since my half marathon so my legs are feeling a bit shaky now,fear
1146,i was not feeling up to it yet i blamed my fiances deployment for bringing me down,sadness
1147,i type i feel bouncy and excited to get out my ideas,joy
1148,i experienced a v drink today which is supposed to give you boundless energy for a while though full of the cold as i am i didnt feel bouncy though h noticed my speech quicken after minutes or so,joy
1149,i say but freedom i feel alone,sadness
1150,i will help you in setting the table picking up the dishes after we finish eating and if i feel particulary charming on that day will not pick at my food search for lizards in your house or come out looking green to my gills after having used your restroom,joy
1151,i get ready to blog i feel so boring,sadness
1152,i feel pathetic because i shouldn t complain about these things when out there people are having really hard times and this is only bullshit,sadness
1153,i know i dont normally share other peoples give aways unless i feel very passionate about them,joy
1154,i love feeling carefree and without all these nervous feelings shooting through my body like i just saw myself on americas most wanted,joy
1155,im feeling a little groggy this morning since i am back at work after alex and i returned late last night from a long weekend in los angeles,sadness
1156,i worked as an editor and part of my job was to reject manuscripts i hated it because in those cover letters i could feel the writer s anticipation and longing,love
1157,i was able to feel pretty,joy
1158,i yori aoshi and possibly other stuff brought back a lot of old forgotten values and feelings i had towards a relationship if anything the innocent feel to it where nothing is complicated and its just about being with each other,joy
1159,i get the feeling that theyll all gel together anyway because im too impatient to wait on change,anger
1160,i was feeling playful so i made a little snowman he was only about feet but i thought he was cute,joy
1161,i sometimes feel like i am being paranoid but i know that these thoughts are silly,fear
1162,i would have depressions and feel like a burden to my husband who is supporting us,joy
1163,i dont want to deny what i feel my body aching for,sadness
1164,i was so tired of feely lousy,sadness
1165,i know what i want will take next semester but i feel entirely too complacent,joy
1166,i am struggling to enjoy the things i used to love i go out and surround myself with people despite that all i really want to do is isolate myself from everyone and hide under the duvet i feel lonely and apathetic to almost everything around me,sadness
1167,i just found out that my gut feeling unpleasant though it was was correct,sadness
1168,i remember sometimes feeling relieved to be around my grandparents and older people,joy
1169,i feel threatened by people who actually learned stuff in college,fear
1170,i asked her if she could feel her precious dogs soul,joy
1171,i feel oh so irritable and then it all spins round again,anger
1172,i feel like i dont need school to be intelligent,joy
1173,i am so excited to meet her honored i get to carry her feel so special each and every time she kicks,joy
1174,i feel agitated and anxious and just plain weird,fear
1175,i knew that comment was insulting but i was so angry at being told how i should feel by those who hadnt a clue that i didn t care if they felt insulted,anger
1176,i feel so embarrassed about my clothes when i am at school,sadness
1177,i didnt feel as if i impressed the motherlover,surprise
1178,i never allowed myself to feel humiliated i had done nothing wrong and life was difficult enough without being denied any self respect,sadness
1179,im feeling the need to stop and make some delicious meaty pasta or something despite having gone out for a roast dinner earlier,joy
1180,i feel sympathetic to the dalai lama,love
1181,i will not convey all the relevant information perhaps because i feel intimidated embarrassed or too deferential,fear
1182,i feel broke inside but i won t admit,sadness
1183,i feel embarrassed writing about it,sadness
1184,im feeling quite optimistic but im still keeping my fingers crossed,joy
1185,i feel like such a crappy mom right now,sadness
1186,i left the game feeling a little devastated and sat contemplating my choices for some time afterwards,sadness
1187,i started to question whether or not i was on course because i was feeling that confused,fear
1188,ive been feeling really gloomy about some situations in my life and im stuffing my emotions with good,sadness
1189,i guess i could say i was feeling pretty shitty like all the feelings ive suppressed from truc were starting to arise,sadness
1190,i was like ya i feel everything i m not numb at all,sadness
1191,i feel satisfied with one viewing for the moment,joy
1192,i was feeling sorry for myself why me,sadness
1193,i was feeling on the upswing and mentally i felt well stable,joy
1194,i feel generous and remain composed,joy
1195,i always think about are act the way i want to feel so even when im grumpy i still need to act pleasant and happy and then i will start to feel more that way,anger
1196,i could feel his triumphant smirk at my back,joy
1197,i know what it feels like to be the popular boy band on top of the pops looks like were heading in one direction,joy
1198,i feel like i should also mention that there was some content that i wasnt thrilled with either,joy
1199,i didn t feel ecstatic after each workout or anything like that,joy
1200,i feel really groggy today like my entire face and body is suddenly all thick and mud like,sadness
1201,i don t know i feel really helpless about it,fear
1202,i feel hurt and i decide not to say that i am hurt but instead make up a story that takes the other person off the hook for being rude mean or unkind to me,sadness
1203,i am sorry if you feel offended by my humorous statement my friend,anger
1204,i think i should ignre this feeling for the sake of our precious friendship,joy
1205,i log on feeling vaguely sociable and after a short amount of time im all socialised out,joy
1206,i get the feeling he was as surprised as everybody else when people started getting sick,surprise
1207,im feeling rather listless right now,sadness
1208,i feel brave again tubing were even going to try ice climbing in nipigon and dog sledding,joy
1209,i want to find peace because there are so many things going on in the world that affect so many others and i feel selfish for being so sad four years later,anger
1210,i am suppose to be doing but i keep putting them off you know feeling inadequate and all that stuff,sadness
1211,i feel incredibly selfish to say it but i was lead to believe i could trust that no matter what i would have the attention and space i needed from the people i felt loved me,anger
1212,i started out feeling amazing,joy
1213,i hate him and the feeling is pretty mutual i find him obnoxious and he thinks im a bitch once again it has nothing to do with what happened and nobody thinks less of anybody because of it,anger
1214,i it seemed like forever i want to put my phone life in knowing loving feeling seeing believing trusting and caring for her,joy
1215,i also feel very nostalgic about all these highschool memories,love
1216,i do feel more productive when the sun shines,joy
1217,i feel for goes far beyond artistic reverence,joy
1218,i feel spiritually invigorated if physically tired,joy
1219,im feeling the christmas spirit so it seems like the perfect time to mention an idea ive had swimming around in my head,joy
1220,im assuming the inquisition er did not mean subspace but more of a state of feeling very submissive,sadness
1221,i can say is that despite my occasional jokes to the contrary i feel its vital the modern reader understand that not every german was a devout nazi and many in fact detested the partys ideology especially academics and those who were forcibly conscripted into service like gunther and company,joy
1222,i feel so dissatisfied angry and embarrassed,anger
1223,i feel ok about this work because it is not so bad and it is not so good,joy
1224,i was so depressing i feel like i broke up this was a week after she got engaged,sadness
1225,i was feeling restless,fear
1226,im feeling terrific and in great shape im optimistic that ill heal well and quickly while remaining realistic that im going to feel fairly crap for the first week,joy
1227,i do go for days as has happened recently i feel clearer and more compassionate,love
1228,i feel more outgoing than ever,joy
1229,i can t help but feel amazed,surprise
1230,i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup,surprise
1231,i feel quite delighted at my tyre planter that just keeps on blooming away,joy
1232,i feel a bit frantic today with everything i need to get done,fear
1233,i feel like the little dorky nerdy kid sitting in his backyard all by himself listening and watching through fence to the little popular kid having his birthday party with all his cool friends that youve always wished were yours,joy
1234,i feel pretty a href http unspokenwords keptinside,joy
1235,i feel this so much more poignantly since the loss of our sweet boy oliver,joy
